,Gender,First Name,Last Name,City,State,Country,Age,Annual Vacation Days,Average Monthly Spend on Entertainment,Number of Online Purchases in Last Month,Number of Charity Donations in Last Year,Average Weekly Exercise Hours,Investment Portfolio Value,Health Consciousness Rating,Education Level,Average Daily Screen Time,Environmental Awareness Rating,Social Media Influence Score,Risk Tolerance in Investments,Number of Professional Trainings Attended,Tech-Savviness Score,Financial Wellness Index,Lifestyle Balance Score,Entertainment Engagement Factor,Social Responsibility Index,Work-Life Balance Indicator,Investment Risk Appetite,Eco-Consciousness Metric,Stress Management Score,Time Management Skill,Lifestyle Choice
414948,male,Toby,Green,Wellington,Southland,New Zealand,36,15.6851,32.3877,132.3563,0.0,0.428,241.6629,0.8292,1.273,4.787,1.8147,3.5884,6.0231,4.1986,13.5499,101.2025,17.3928,2.0006,0.0561,0.0138,6.7978,0.2847,3.5802,64.4179,Eco-Friendly
82478,male,Koray,Tokgöz,Denizli,Tunceli,Turkey,22,0.3449,43.3637,151.7112,1.1195,0.004,237.3692,0.7566,12.5668,1.9749,3.3814,2.4378,5.883,7.0399,14.226,98.9228,0.3047,1.5875,0.0917,0.7488,0.4226,0.0108,1.7977,99.7862,Eco-Friendly
245531,female,Enni,Koivisto,Mäntsälä,Central Ostrobothnia,Finland,23,2.8897,47.7143,179.4379,0.378,0.0282,305.9565,0.6908,3.6718,4.8534,6.1612,5.4105,11.3338,0.7915,15.3827,105.8074,4.7691,2.2117,0.0621,0.8441,8.1198,0.0141,3.5834,3.3192,Eco-Friendly
354707,female,Selma,Pedersen,Kongsvinger,Nordjylland,Denmark,51,17.0394,7.3161,131.2795,2.886,0.0086,303.9949,0.7971,3.7698,3.4531,1.976,3.722,3.9761,1.5427,13.1849,94.8781,20.6525,1.857,0.0481,0.0077,1.4224,0.0482,3.4168,5.1268,Eco-Friendly
140228,male,Miloslav,Krikliy,Verhivceve,Zhitomirska,Ukraine,22,21.7854,7.3871,99.2263,0.797,0.0,182.6605,0.7091,4.9428,3.6258,1.1635,1.7111,5.2714,2.5582,11.8126,158.097,23.562,1.1321,0.0,0.0,4.1114,0.0195,1.3316,12.0762,Eco-Friendly
257163,male,Thierry,Dufour,Vechigen,Schwyz,Switzerland,28,33.4387,42.0791,115.802,0.028,0.3737,256.9708,0.8431,2.7459,7.6017,3.1445,6.5342,4.2486,5.1255,12.7954,93.65,40.1658,2.4714,0.0,1.0062,3.4185,0.0167,6.1495,99.7328,Eco-Friendly
428231,male,Maanas,Nand,Raiganj,Meghalaya,India,36,16.4349,8.3569,132.509,2.514,0.0439,310.4743,0.6925,6.2201,1.9052,2.5732,3.7055,4.2269,3.7186,12.9543,103.1064,19.6266,1.9284,0.0,0.0089,3.279,0.0017,3.4498,32.4554,Eco-Friendly
447193,male,Mateo,Cavazos,Ejido Yucatán,Campeche,Mexico,52,14.536,38.1849,157.8663,0.7225,0.0356,288.336,0.5611,6.3014,3.7538,5.3765,9.5964,12.189,2.5079,14.5158,103.2383,18.5898,2.855,0.0,0.6789,8.1409,0.0109,7.2272,15.5206,Eco-Friendly
219980,female,Helena,Lende,Stenebyen,Finnmark - Finnmárku,Norway,50,14.2819,26.9794,126.6395,0.2437,0.0,28.6237,0.8689,7.4061,4.7475,0.6658,5.8792,12.9666,2.8288,14.7656,121.3376,15.1403,1.4326,0.0,0.0359,6.7466,1.1901,1.5988,23.0965,Eco-Friendly
50147,female,Leonor,Amador,Santiago Ixcuintla,Tlaxcala,Mexico,67,37.68,29.2223,110.4935,0.0,0.0,12.101,0.7019,10.1632,9.0861,0.5531,6.0821,4.314,4.4355,13.6734,98.578,44.9132,2.0136,0.1704,0.0364,3.9548,0.0059,3.9173,95.6415,Eco-Friendly
466608,male,Peer,Petri,Bützow,Brandenburg,Germany,23,32.0886,44.2014,122.9112,1.0423,0.0,354.1448,0.7847,7.8069,7.404,1.8856,6.2901,4.2214,3.0803,13.1372,92.458,39.6489,2.4427,0.0,0.0765,3.6699,1.3211,6.0115,34.4767,Eco-Friendly
250175,male,Olindo,Caldeira,São Carlos,Paraíba,Brazil,26,21.9106,5.8678,139.1491,0.0789,0.0272,2.9061,0.6625,2.0283,6.5216,0.6317,10.3311,8.237,5.1363,16.1364,93.8384,28.3617,1.9991,0.2868,0.0072,7.4934,0.0,3.8326,98.4684,Eco-Friendly
449768,female,Aaradhya,Bharanya,Khora,Telangana,India,29,15.0878,7.8366,84.1583,2.2929,0.1131,208.8604,1.7512,4.7464,5.2153,1.6677,3.8703,4.3848,4.3241,11.3876,107.3026,17.3315,1.8504,0.0,0.029,5.57,0.0026,3.3389,81.4015,Eco-Friendly
130011,female,Branka,Jevtić,Koceljeva,Pčinja,Serbia,49,0.0,25.7558,86.8242,2.6405,0.1414,246.9633,0.6833,10.5921,4.1052,4.5321,4.8741,4.1335,3.5455,10.7125,99.2715,0.0,2.0254,0.7887,0.0,2.3011,0.0969,2.9105,36.9681,Eco-Friendly
181746,male,بردیا,نجاتی,اراک,اصفهان,Iran,27,19.2557,26.0589,113.1095,0.1354,0.1457,160.748,0.6858,8.8729,3.4061,0.2683,1.0106,12.4022,1.9119,11.9349,273.8849,18.3108,1.1931,0.0,0.1412,7.1733,0.0,1.2091,8.3665,Eco-Friendly
466536,male,Bob,Frazier,Portland,Massachusetts,United States,40,7.4364,40.2152,200.2193,1.7989,0.0,285.4975,0.5799,2.8482,3.8177,5.3922,7.8284,4.8623,1.3574,16.1688,99.4203,10.7278,2.6256,0.0,0.7863,6.7953,0.0359,5.4891,5.9236,Eco-Friendly
311814,female,Irene,de Jesús,El Jocoque,Colima,Mexico,29,38.7213,6.2707,150.1654,0.2082,0.0773,23.8559,0.7773,5.0828,10.5515,0.5356,4.4254,3.8816,3.0362,15.2909,116.4542,47.0876,1.9491,0.0254,0.666,4.5204,0.0162,3.7328,35.1247,Eco-Friendly
122676,male,Leopold,De Smet,Readtsjerk,Zuid-Holland,Netherlands,31,13.4653,7.1604,127.6382,0.9431,0.1791,161.1645,0.6628,7.3533,5.759,4.4882,2.9586,4.2096,1.6397,13.504,80.125,16.626,1.6814,0.6369,0.0256,4.4816,1.0476,2.3996,11.1682,Eco-Friendly
239898,male,Özkan,Akyüz,Hatay,Konya,Turkey,26,30.8735,41.2747,194.008,0.0,0.0,18.6027,0.9218,5.829,7.5079,0.6356,8.2381,7.3031,2.7198,17.0431,157.173,31.3462,1.7458,0.1604,0.3434,1.0513,0.0,2.7619,23.3301,Eco-Friendly
466158,female,یسنا,كامياران,قرچک,اردبیل,Iran,28,6.6786,26.0759,201.6471,0.0441,0.0158,21.4938,0.6895,7.0172,3.2441,0.7831,2.7406,5.4291,4.74,17.0018,100.169,5.1867,1.5914,0.0096,0.0092,8.039,0.0038,1.8288,91.1992,Eco-Friendly
461336,female,Mercedes,Díaz,Marte R. Gómez (Tobarito),Veracruz,Mexico,42,5.676,41.1238,111.0517,0.0,2.3229,15.488,0.7816,7.4722,7.4224,3.7873,3.847,6.4238,1.7111,12.9855,105.5145,1.7796,2.0577,0.0935,0.816,2.1269,0.0135,3.1202,10.914,Eco-Friendly
187411,male,Reginald,Schmidt,Warrnambool,New South Wales,Australia,60,20.6538,34.0329,116.8513,1.2629,0.0731,302.1047,0.6578,7.243,4.4026,1.8933,4.3944,5.9083,3.6256,12.8646,101.2716,24.4828,2.0775,0.0,0.015,6.903,0.0099,4.07,41.046,Eco-Friendly
1885,female,آیلین,سالاری,زاهدان,کردستان,Iran,22,8.2356,9.5522,176.939,0.0027,0.0458,329.6787,0.7538,9.7321,6.2152,5.1965,3.5565,4.1703,0.3842,15.3094,101.1123,9.8074,1.7844,0.0179,0.0173,1.1555,0.0152,2.4329,0.0,Eco-Friendly
444622,female,Encarnación,Castro,La Palma,Cataluña,Spain,43,22.9449,17.0023,112.4716,2.0534,0.0,223.6532,0.5185,6.8015,3.9497,2.4881,4.0833,7.998,4.4023,12.3047,83.8681,27.2397,1.9555,2.8582,0.1014,7.0428,1.3144,3.5423,65.6121,Eco-Friendly
45540,male,Önal,Evliyaoğlu,Muş,Yozgat,Turkey,31,25.8479,8.8939,105.5785,4.1448,0.0611,274.0274,0.6992,7.1158,9.3353,3.9477,3.1594,5.8888,1.8193,12.785,101.9396,35.4617,1.8821,0.0,0.8191,6.6245,0.0071,3.4632,8.4834,Eco-Friendly
327054,male,Franjo,Greb,Meerane,Rheinland-Pfalz,Germany,62,0.415,10.425,122.6748,0.6366,0.047,292.4404,0.6522,8.5662,0.5994,3.9482,1.1675,4.2364,1.5115,12.1514,98.2611,0.5369,1.1627,0.0,0.1952,1.3676,0.0,1.0926,3.2359,Eco-Friendly
216980,male,Zeb,Hak,Laag-Keppel,Overijssel,Netherlands,33,10.1113,48.5065,158.4242,1.1219,0.0,287.5304,0.6844,2.4925,1.282,1.8686,6.8742,4.3165,3.6098,13.3168,106.8793,11.9738,2.4829,0.0,0.0304,2.0499,0.0,4.8983,28.6298,Eco-Friendly
446684,female,Minea,Maijala,Uurainen,Central Finland,Finland,37,20.0629,7.4119,85.721,1.0902,0.0478,374.0694,0.8973,6.0206,8.1871,5.0285,2.8502,4.3914,3.3201,11.2158,101.2335,28.1088,1.7635,0.0,0.5436,0.0,0.0,3.1061,40.7002,Eco-Friendly
32315,male,Đoka,Sokolović,Požega,Podunavlje,Serbia,28,11.0466,7.3954,143.9172,2.1774,0.0,271.7159,0.8266,10.3209,1.2456,2.465,2.4581,3.3846,3.4616,12.9573,99.8853,13.3492,1.4585,0.0,0.0,2.5425,0.0295,1.8546,22.0731,Eco-Friendly
109352,female,Sadie,Harris,Whangarei,Canterbury,New Zealand,37,28.7738,39.6471,165.939,0.0,0.0444,8.6109,0.6381,8.9994,2.3091,0.7406,10.0793,0.9109,3.6876,15.2873,101.897,29.8523,1.8502,0.0291,0.1137,0.3502,0.0114,3.3195,32.9481,Eco-Friendly
53328,male,Huseyin,Steehouwer,Drouwen,Gelderland,Netherlands,22,3.0547,53.6653,102.4848,1.8915,0.0315,310.2066,0.7747,8.9129,1.2925,1.9118,3.9391,7.2552,4.632,11.4701,102.5355,4.746,2.039,0.1264,0.3528,6.978,0.0372,2.9855,69.2142,Eco-Friendly
38214,male,Ricardo,Colón,Leona Vicario,Coahuila,Mexico,33,23.498,33.1375,171.937,0.3966,0.0506,137.267,0.6694,2.0765,6.5662,1.1161,4.7518,5.6334,3.7831,16.3454,152.8028,27.5113,2.0782,0.0084,0.8023,0.5613,0.0,4.075,55.62,Eco-Friendly
342533,male,Eren,Nebioğlu,Erzurum,Ankara,Turkey,35,3.0367,8.0714,115.5055,2.1246,0.0154,178.4715,0.8555,6.7066,2.1115,2.3311,3.6657,4.0667,4.2616,12.3003,97.5625,2.4541,1.9117,0.0,0.0115,5.5521,0.0,2.8311,62.4312,Eco-Friendly
69952,male,Nojus,Baardsen,Mork,Trøndelag,Norway,21,24.48,8.9641,130.0617,0.0,1.8823,78.3698,0.8877,2.8006,5.2788,3.2198,3.1203,6.8785,2.497,13.2385,89.4918,25.0149,1.8481,0.0,0.0136,3.1819,0.0627,3.4388,13.751,Eco-Friendly
379789,male,Jamie,Gjedrem,Løpsmarka,Bergen,Norway,23,11.9634,42.7462,131.8142,1.0207,0.3759,128.8336,0.7198,10.8872,4.3482,2.9016,5.7214,4.9949,3.1876,13.2519,86.2394,14.4512,2.3435,2.2973,0.0332,0.0,1.7367,4.8302,34.7994,Eco-Friendly
472077,male,Rodrigo,García,Logroño,Galicia,Spain,42,22.8768,6.969,166.6111,0.5683,0.0667,245.2782,0.6853,7.2668,1.2426,5.0947,0.9068,4.1084,1.5828,14.3026,99.8779,24.0842,0.963,0.0,0.0192,4.5486,0.0,0.8783,2.2792,Eco-Friendly
446195,female,Aurora,Turner,Porirua,Wellington,New Zealand,55,26.6846,27.9215,168.604,0.9678,0.0,211.6704,0.9679,10.7569,3.5857,0.8392,4.46,6.3484,5.0077,15.8758,154.5049,31.1018,1.8939,0.0,0.8371,4.5967,0.0,3.4673,93.3734,Eco-Friendly
71490,female,Elvia,Cantú,Ixhuatlán del Café,Tabasco,Mexico,34,17.3252,7.0503,145.6578,1.43,0.0457,276.5621,0.7601,7.1361,5.2703,3.5852,2.2779,3.9264,3.5423,14.0472,96.2693,22.6992,1.517,0.0,0.1168,1.5324,0.0148,2.172,40.0032,Eco-Friendly
51540,male,Lucas,Saiz,Tonalá,Veracruz,Mexico,40,8.0484,8.4925,159.1003,0.9682,0.0116,251.7067,0.5684,6.9898,6.5238,5.5962,3.8307,4.8372,1.3936,14.6421,96.6766,10.355,1.9447,0.0,0.0163,6.037,0.0106,2.9465,5.176,Eco-Friendly
318359,female,Nurdan,Süleymanoğlu,Kilis,Van,Turkey,55,10.0975,33.6014,102.8177,0.0826,0.0,44.5721,1.5159,3.8223,3.5093,0.8409,7.7485,8.3707,0.4537,12.635,107.1823,6.0547,1.7582,0.0,0.0025,4.9918,0.0198,2.325,3.0021,Eco-Friendly
156763,female,Florentine,Schoenmakers,Herbaijum,Gelderland,Netherlands,58,31.4019,8.279,107.031,0.0,0.6935,17.4989,0.465,6.9813,5.028,2.1399,14.0424,1.5771,3.6843,14.087,90.8327,37.1495,1.9076,0.2339,0.0694,4.9581,0.0,3.2886,44.0332,Eco-Friendly
469611,female,Eva,Smith,Gisborne,Auckland,New Zealand,28,10.3412,14.9875,93.8144,0.0456,0.3397,263.4436,0.7156,9.5229,6.8477,1.7402,3.4288,4.5875,0.0,11.4444,102.6709,10.6859,1.8494,0.0,0.0393,4.3227,0.0485,2.7533,0.0,Eco-Friendly
20579,male,Karlo,Hotting,Grubbenvorst,Zeeland,Netherlands,51,18.0583,36.9106,77.1668,0.0495,2.9917,155.4941,0.6985,2.778,2.8725,1.0936,2.2985,17.4922,4.2705,9.9476,104.9191,14.7072,1.6386,0.0305,0.0247,6.2577,0.0864,2.3227,69.196,Eco-Friendly
60764,male,Åsmund,Bentzen,Bryggja,Rogaland,Norway,55,21.027,9.063,151.5778,3.7706,0.0281,326.6798,0.744,3.0569,3.3313,1.507,2.7646,4.4518,2.7092,13.8814,100.9447,25.7666,1.5082,0.0,0.0,0.0,0.0005,2.3217,14.1459,Eco-Friendly
147042,male,Dragoslav,Radosavljević,Titel,Central Banat,Serbia,22,31.9131,25.8445,153.0384,0.0,1.3826,272.787,0.8341,2.9674,3.7552,0.5458,1.8313,4.3691,1.6664,14.1294,116.4326,30.2248,1.4466,0.0,0.0369,1.6574,0.3364,2.2246,6.2556,Eco-Friendly
273138,male,Jake,Green,Lower Hutt,Marlborough,New Zealand,50,22.2397,59.9361,174.9397,0.0,0.0,6.9402,0.7413,2.8718,7.3901,0.5474,9.4031,16.5284,4.0784,16.6004,102.1879,23.0318,2.1034,0.0,0.6401,7.6923,0.0,4.0537,76.8591,Eco-Friendly
351709,female,Umbertina,Nogueira,Araucária,Sergipe,Brazil,33,19.1416,10.3975,165.8928,0.0344,1.0854,63.6487,0.7643,10.8535,3.5559,1.1097,3.3098,4.817,4.7279,15.0597,107.7246,19.5383,1.8736,0.0,0.0,3.742,0.6298,3.1319,80.6967,Eco-Friendly
7445,male,Esmeraldo,da Mata,Osasco,Alagoas,Brazil,53,33.1914,44.0759,161.9573,2.3583,0.0545,314.3534,0.7307,4.1954,3.6119,1.034,4.8193,4.2143,3.5493,14.505,107.0782,38.9993,2.1301,0.0,0.5047,1.0151,0.0107,4.4749,33.9514,Eco-Friendly
466305,male,Levi,Craig,Brisbane,Australian Capital Territory,Australia,36,12.1457,48.6782,158.1844,0.2259,0.0155,270.6287,0.6793,2.2011,1.0042,2.2599,4.5688,6.3052,4.4772,13.5232,95.3703,13.1794,2.1086,0.0,0.0114,7.2332,0.0,3.5273,63.1788,Eco-Friendly
332784,female,Veera,Manninen,Finström,Päijät-Häme,Finland,20,38.3417,41.5413,145.5929,0.0,2.2012,20.2304,0.8241,7.1861,8.188,3.9798,3.7946,6.8491,0.6621,14.2643,101.2206,41.8263,2.0636,0.1124,0.5996,0.8494,0.0075,4.2499,2.3743,Eco-Friendly
140390,male,Zardilaque,Jesus,Foz do Iguaçu,Rio de Janeiro,Brazil,28,9.1168,26.7228,124.102,0.0785,0.4495,14.2471,0.6983,7.4724,3.9405,1.6003,4.922,30.533,0.7486,13.8171,98.0928,6.5485,2.0103,0.0039,0.0025,6.7315,0.0112,3.0262,0.0,Eco-Friendly
412099,female,Stella,Walker,Taupo,Southland,New Zealand,37,1.2467,22.6915,135.9587,1.0231,0.0576,298.4784,0.6598,11.2554,2.5939,1.6419,3.6178,5.9194,1.4037,13.3892,104.0994,1.7808,1.8475,0.06,0.109,0.5652,0.0,2.4784,5.8379,Eco-Friendly
186022,female,Julia,Lampi,Ingå,Kymenlaakso,Finland,26,6.8095,41.6568,160.005,0.7246,0.0,312.2934,0.6483,5.4779,5.3003,1.3351,5.3514,7.4171,4.658,14.6986,99.6445,10.1867,2.2202,0.0,0.0021,7.6601,0.0877,3.7436,91.8785,Eco-Friendly
281274,female,Kylie,Little,Shepparton,New South Wales,Australia,52,48.1507,9.7694,175.3441,1.5132,0.0,152.2717,0.8403,6.7926,0.3918,1.6109,4.3312,3.827,4.7253,14.2036,110.3824,43.9824,1.9291,0.0,0.0078,6.1007,0.0157,3.8677,66.6982,Eco-Friendly
250206,female,Marta,Guerrero,Arrecife,Cantabria,Spain,26,18.7422,9.5912,182.484,0.094,0.0189,335.7572,0.7654,9.7835,5.0061,3.7521,2.5688,5.2716,2.9447,15.4563,102.3607,21.8795,1.5733,0.0954,0.95,6.9315,0.0177,2.2195,26.6249,Eco-Friendly
8775,female,Ida,Howell,Warrnambool,New South Wales,Australia,27,21.3211,7.7238,100.1425,0.105,1.6804,6.9787,0.1663,3.9165,3.356,1.3382,13.056,3.3212,0.3663,11.8807,99.4582,22.3161,1.0405,0.0,0.0243,5.8745,0.0286,1.8182,2.0661,Eco-Friendly
144398,male,Kaspar,Hommel,Langen,Bremen,Germany,52,33.3606,50.7284,109.4773,0.8322,0.0837,54.8201,0.5684,11.0746,5.519,1.4353,7.8758,10.061,2.3265,12.5082,88.6485,36.1613,2.3434,0.6784,0.0282,7.1549,1.1871,5.3466,17.2397,Eco-Friendly
451112,female,Kaja,Samuelsen,Visnes,Sogn og Fjordane,Norway,49,6.1092,30.9547,165.9666,0.063,0.0607,316.827,0.8792,5.5679,4.4032,6.2819,3.7988,4.8636,4.0186,14.7298,101.079,8.0294,1.9606,0.0796,0.0612,1.9096,0.0,3.0388,59.5919,Eco-Friendly
2325,female,Jacqueline,Banks,Redding,Iowa,United States,54,20.8865,23.9668,196.7386,0.0,0.3207,283.4655,0.7615,4.9373,4.3033,6.1669,3.7082,7.1036,1.4335,15.8965,100.4996,24.4256,1.8757,0.0405,0.0303,7.606,0.0042,3.3655,6.1269,Eco-Friendly
353479,male,Nicolai,Haake,Stadtsteinach,Mecklenburg-Vorpommern,Germany,37,14.178,11.9881,129.5731,1.9282,0.0499,310.6336,0.697,6.0858,5.2269,2.3893,4.0199,4.1751,4.2878,13.3035,99.3038,18.6633,1.9731,0.0577,0.2946,2.3932,0.0241,3.4724,83.1235,Eco-Friendly
132585,female,Ella,Maijala,Mikkeli,Uusimaa,Finland,37,4.9744,26.4205,93.1452,0.0553,1.2409,4.7443,6.6955,4.1606,3.676,0.5504,10.6301,5.4598,4.8753,12.3601,98.652,4.5163,1.3801,0.0,0.2054,0.591,0.0289,1.7766,91.2264,Eco-Friendly
444519,male,Stephen,Borgmann,Anhalt-Bitterfeld,Saarland,Germany,40,5.1253,8.5329,94.4551,1.291,0.0563,308.8549,0.6444,1.4403,4.0537,2.2001,3.3738,5.6868,3.2526,11.5035,99.1834,5.7259,1.8543,0.0,0.333,6.006,0.0,2.5387,29.1754,Eco-Friendly
273897,female,Bella,Roberts,Whanganui,Hawke'S Bay,New Zealand,46,37.561,31.7551,187.7044,0.0415,0.047,7.7876,0.5767,6.9609,8.0081,0.6435,7.3302,1.1566,4.246,18.2403,94.6394,46.0014,2.3184,0.0,0.7116,7.8798,0.0,5.1519,91.0163,Eco-Friendly
390169,female,Begüm,Akaydın,Çorum,Gaziantep,Turkey,50,12.833,41.8154,139.062,0.2757,0.0,309.0472,0.648,4.7181,2.5248,2.0804,4.2677,6.2505,0.6875,13.2368,105.0302,14.887,2.0396,0.0987,0.4184,6.7363,0.0012,3.4125,0.0,Eco-Friendly
385857,female,Inès,Carpentier,Grenoble,Bouches-du-Rhône,France,44,20.7024,41.2076,147.4906,0.0,0.0366,320.5636,0.7709,9.1648,5.598,2.8356,3.7406,6.8148,2.6699,14.3353,98.8965,25.4734,2.0186,0.1111,0.0308,7.3909,0.0161,3.8576,17.2266,Eco-Friendly
337778,female,Madhura,Rao,Nangloi Jat,Telangana,India,45,11.9633,72.141,163.1938,0.0,0.4734,3.5562,0.5315,4.715,3.9716,0.5916,11.6209,13.2727,3.1561,14.9556,100.272,9.6703,2.0951,0.1266,0.0001,8.3099,0.0,3.099,25.7643,Eco-Friendly
171798,female,Latife,Yılmazer,Hakkâri,Karabük,Turkey,44,11.7329,28.1532,109.6007,0.0434,0.3092,98.6364,0.6497,11.5206,5.5333,0.7207,2.8306,6.8174,4.4486,12.783,115.3524,11.3168,1.7161,0.0,0.0144,0.4482,0.0225,2.2824,87.61,Eco-Friendly
232909,male,Marcos,Carmona,Santa Cruz de Tenerife,Ceuta,Spain,52,5.2795,6.7532,149.1114,0.0,0.0,320.4478,0.7083,3.3698,9.2517,4.5618,3.09,4.8419,3.2451,14.7829,91.3321,5.1268,1.7978,0.0,0.4466,4.379,0.0176,2.3283,40.4831,Eco-Friendly
438139,male,حامد,قاسمی,قدس,خراسان رضوی,Iran,36,14.8728,52.623,149.892,0.0,0.2043,327.6242,0.613,4.4045,3.8439,2.6548,5.2783,7.8622,5.4659,13.6963,89.573,18.5481,2.229,0.0,0.0324,6.913,1.0484,4.5593,99.2923,Eco-Friendly
84508,male,Delmiro,das Neves,Camaçari,Rio Grande do Norte,Brazil,66,22.3665,43.5642,56.4121,0.1309,0.4125,537.9374,0.6362,5.0696,5.6057,3.7224,4.0469,5.0708,3.3774,9.7318,92.4276,27.6519,2.0574,0.0,0.056,1.5607,0.0,4.1752,43.1519,Eco-Friendly
166221,male,Dwight,Morales,Derby,Cheshire,United Kingdom,45,21.1172,8.4048,104.581,1.519,0.0537,317.7372,0.7512,8.0753,4.2135,3.3051,2.4164,4.0908,3.2359,11.945,101.4644,26.3098,1.584,0.0952,0.4685,0.0,0.0096,2.4434,29.0665,Eco-Friendly
140154,female,Mercedes,Diez,Orihuela,La Rioja,Spain,23,19.2806,9.7527,192.1523,1.0653,0.0224,250.197,0.8271,5.8613,2.8707,8.5139,3.7623,4.9493,4.9101,16.1299,98.4135,23.2734,1.9056,0.0231,0.1663,5.151,0.0131,3.4156,94.824,Eco-Friendly
143387,male,Jordan,Li,Whanganui,Taranaki,New Zealand,44,30.4326,61.663,134.1002,0.218,0.0,175.093,0.6736,5.8424,0.0,1.4476,3.7901,5.5808,3.7582,12.4782,97.683,29.1392,1.6246,0.0974,0.0073,1.4703,0.004,2.4186,26.583,Eco-Friendly
471568,female,رها,کریمی,ایلام,فارس,Iran,20,15.3456,11.1684,147.3172,3.8563,0.0481,55.2974,0.7023,3.7686,4.7833,3.9657,4.3925,5.2338,3.6864,19.6452,85.2555,15.6636,2.0275,0.0,0.1037,3.0238,0.037,3.8156,50.7745,Eco-Friendly
93785,male,Tony,Anderson,Ardee,Dún Laoghaire–Rathdown,Ireland,28,26.7517,49.2167,120.095,0.0,0.1754,185.6426,0.8939,6.5878,4.2821,1.9433,4.5004,4.1439,3.5465,13.0619,95.5828,28.6609,2.2143,0.0,0.289,4.5595,0.0108,4.9036,37.5188,Eco-Friendly
441814,female,Yolanda,Campos,Guadalajara,Navarra,Spain,56,17.0756,10.7839,129.6179,0.5758,0.0,297.8647,0.6289,5.8082,3.7007,6.2869,3.6854,7.3933,0.0715,13.14,103.9857,19.879,1.9025,0.0903,0.0262,7.5538,0.0079,3.4384,0.0,Eco-Friendly
362806,female,Irmgard,David,Delley-Portalban,Schwyz,Switzerland,39,5.0283,14.8523,137.1735,0.0,1.1312,9.3169,0.4696,7.9344,2.2554,2.9825,11.7057,2.4531,3.7423,15.3214,99.8142,3.944,1.5119,0.1579,0.7361,6.8053,0.0337,1.7192,36.5363,Eco-Friendly
335614,male,Plínio,Jesus,Juiz de Fora,Sergipe,Brazil,40,28.7489,7.1529,153.3388,1.9748,0.0,261.9206,0.6961,8.9733,6.1062,3.0722,3.3135,7.6313,1.8422,14.5686,90.7627,35.677,1.8848,0.0,0.023,7.8461,0.6183,3.4764,12.0222,Eco-Friendly
331849,male,Darrell,Hopkins,Pembroke Pines,New York,United States,33,21.3444,96.4372,107.6591,0.2194,0.2206,327.313,0.6994,7.2489,3.8638,1.2401,2.4814,4.426,0.9785,12.0596,107.3949,24.3368,1.7425,0.0188,0.3065,1.7364,0.0,2.7408,2.9444,Eco-Friendly
461659,male,محمدمهدی,رضایی,کرج,خراسان شمالی,Iran,65,16.2267,8.1205,161.507,0.2567,0.0504,13.7735,0.6652,6.6212,1.7265,3.7008,3.5109,5.5872,3.1475,21.698,101.701,13.5854,1.9664,0.0,0.0189,7.7912,0.0042,3.1648,26.0554,Eco-Friendly
141758,female,النا,پارسا,مشهد,گلستان,Iran,46,11.8465,6.5511,85.3735,0.6384,0.4659,47.6411,0.6212,10.8824,3.3927,5.4814,2.7167,6.7053,1.7095,12.3538,90.2908,10.5978,1.6254,0.0,0.0229,6.0448,0.0,2.0216,6.6634,Eco-Friendly
108953,male,Časlav,Ignjatović,Prizren,Kosovska Mitrovica,Serbia,30,32.1666,8.927,156.5828,0.208,0.0,310.1791,0.6984,7.3991,1.6648,2.8427,3.7778,4.407,4.0143,13.7262,98.5434,35.1184,1.8553,0.0,0.0233,5.4146,0.1928,3.3131,46.0683,Eco-Friendly
34451,male,Cecil,Porter,Darwin,Northern Territory,Australia,31,16.5718,42.6314,128.261,0.0,0.4026,269.9459,0.7624,5.9817,6.1442,5.1739,5.6463,4.6361,4.4621,13.3335,97.7272,20.3872,2.3152,0.0,0.0,3.8679,0.0448,5.0658,89.6956,Eco-Friendly
196766,male,Quinn,Wood,Porirua,Nelson,New Zealand,51,29.1317,44.5943,151.4519,1.6891,0.1017,326.4407,0.6936,9.9941,4.0649,2.3073,4.1516,16.8719,5.2501,14.2803,101.6905,34.5286,2.1953,0.1479,0.9648,7.8614,0.0,4.5689,97.0839,Eco-Friendly
209696,female,Milena,Spajić,Žabalj,Kosovo-Pomoravlje,Serbia,22,21.065,6.3715,148.4591,1.1988,0.0275,283.7494,0.7117,0.5002,4.9267,3.7028,3.3726,4.1025,4.4398,14.2177,92.5068,27.0278,1.7938,0.0085,0.0027,3.6454,0.0,3.0874,83.6518,Eco-Friendly
428589,female,Clara,Mora,Fuenlabrada,Canarias,Spain,28,14.355,5.7776,130.7602,2.5211,0.063,281.5602,0.7799,6.62,9.294,3.6907,3.4914,4.3754,2.9759,13.7442,95.1551,21.0487,1.8814,0.0,0.0178,4.0795,0.0038,3.2871,29.5738,Eco-Friendly
320392,female,Lillian,Marshall,Cincinnati,New Mexico,United States,22,31.9042,11.372,180.0716,1.0254,0.0238,334.8176,0.6986,6.9979,4.695,1.2995,3.8743,5.3118,4.9011,15.3567,104.1084,38.9691,1.9044,0.0098,0.0283,5.9819,0.0,3.6121,98.3878,Eco-Friendly
358929,female,Brianna,Stewart,Scurry,Arizona,United States,38,22.2526,64.9906,187.8952,0.1231,0.0,11.9224,1.0455,12.0386,3.6824,0.6028,13.2739,6.0332,2.679,16.1074,103.3628,20.0724,2.5711,0.0,0.0,7.5521,0.1446,6.4386,18.5872,Eco-Friendly
